Sex,Age,H,W,BMI,Bp,Hr,Alcohol,ESR,Pre-existing condition,smoking,Diabetes_time,CRP,Lesion site,HbA1c,FBG,ALT,AST,ALT_AST,Ua,GFR,TP,ALB,A_G,WBC,D_Dimer,FDP,First_symptoms,full_model
0.000829623981512981,0.0008629361005776352,0.0007974832956626496,0.0008329815414954322,0.0008302687097769067,0.0008320646563212531,0.0008327959194557991,0.0008308425928618925,0.0008643300363209908,0.000891618562019546,0.0008384388517765431,0.000864867264834408,0.0008318982718416869,0.0008292155746370424,0.0010619965900497588,0.0010630985492000773,0.0008376839087690997,0.0007816104251278858,0.0008581172477212441,0.000860630240449847,0.0008789262790682194,0.0008026910349772763,0.0008094496539465769,0.0008243481929091284,0.0008005530672879891,0.0008291041237676389,0.0007918907127390618,0.0008164259076532837,0.0008324656486688059
0.003385962891077069,0.0035196314407163315,0.003254900583613659,0.003399727427055226,0.0033879153629915596,0.0033959371632626776,0.0033988782119145876,0.0033911300027941096,0.0035220349362915368,0.00363714115732821,0.0034227456493784083,0.0034721623553959123,0.003394078176649518,0.003384321892773424,0.0039914938352407815,0.004333397031887979,0.003416241323073209,0.003189273994252624,0.0034973366320341613,0.003511928225640447,0.0035843365800732455,0.0032757159586627883,0.0032966412226702493,0.00336479704540679,0.00324999770539123,0.003392540118243055,0.0031880587425422826,0.003331713612021817,0.0033974602782190903
0.10434244267791133,0.10645611133559907,0.1022500845536445,0.10448378652636499,0.10422205432872324,0.10445617784122344,0.10437329627820421,0.10447188041884192,0.10602410193151383,0.10761717193323529,0.10508195293855624,0.13509329012814417,0.10201803781405176,0.10486780280099921,0.13163120476492007,0.11354549742455668,0.10320422703365394,0.1012682861449448,0.10670967743523325,0.10606551232768985,0.10713560022826772,0.10259045326691837,0.10353636530800366,0.10518153192671635,0.10242345357833792,0.10452324603558383,0.10050705517063192,0.10348292392386842,0.10445421545005247
0.20315807806991346,0.20130232454868682,0.20311144127062133,0.2024356951129948,0.19971274223217797,0.20233466962507063,0.2022912226960013,0.20219153848060167,0.199560690130619,0.2018162375728837,0.20287654774100936,0.1901374932393239,0.20629377702798268,0.2036439675808733,0.18247191019866102,0.24261095189356,0.2019665604946607,0.20234558102491154,0.20787772299317617,0.20172228303191148,0.2087192317768333,0.2016511763591193,0.20151360385532824,0.20528924594935005,0.2041575894938016,0.19883612387132796,0.20382163827072333,0.20233604912918593,0.20228417409768493
0.31341573131103323,0.3085354896523524,0.3128587235530882,0.3125523828256575,0.3070354888904807,0.3122242124802459,0.31273170656339394,0.3120452949480776,0.3053603737063919,0.3118768670140635,0.3130142005881535,0.30430202001785817,0.32200006348265564,0.3131959379724526,0.2443913820981888,0.2933980158555456,0.3125629075859303,0.31212162910150654,0.33841826801674335,0.3116045960628783,0.29861137601129806,0.3103156105077811,0.30662567545565605,0.31037759030214024,0.31535901047740755,0.3049977869305937,0.30936478831608427,0.3122056200133074,0.3121690028409927
0.2913056639370913,0.2864377729316902,0.29073961260995196,0.2904179199654346,0.2848495118184442,0.2900828135524772,0.28983949166568107,0.2899131948016677,0.28286961496703195,0.2897495049226079,0.29096477346189475,0.2836150205936205,0.2880609715859245,0.29106368715117076,0.21420514542711153,0.27124928621804245,0.29065518747141317,0.29003542807486005,0.31602522548772033,0.2894765130217379,0.27573736602954885,0.28818724871392043,0.29029180565093415,0.2886265944128416,0.29361269951043656,0.28277329092438075,0.28850760463028174,0.29005987311428116,0.29003027809637394
0.27948454782153453,0.27996205102229177,0.27850755018600354,0.27853506168694425,0.27219236494146803,0.27814540255046805,0.27790820543839767,0.2779344002665795,0.2721658545934256,0.27792899293437445,0.27892945941416586,0.27397393933768677,0.2181623073889907,0.27906813735841157,0.18425642401184655,0.2636793183102309,0.2792207263386595,0.2778488577921287,0.30459559941629333,0.2779290375346775,0.26735287526231977,0.2756630786404668,0.2780666933654537,0.27812860031352676,0.2813882626628019,0.27086586451163647,0.2787211640015282,0.27813732912420336,0.27807868102354694
0.33141311885956526,0.3336006411339884,0.3295526530804667,0.33030285177224633,0.32180386039174297,0.3297324107056086,0.3294921419823347,0.3295173761828033,0.3259422266094394,0.32951278623001484,0.33045940067416596,0.3241181392366515,0.24451872025139912,0.3306394493036959,0.2130794272456234,0.32058778533021326,0.33080766343106743,0.3287988297888843,0.3621523866415959,0.33016067177499053,0.32121047545711506,0.3258232992457371,0.3289472034388636,0.33038145894723175,0.3316903048651005,0.3221419516667999,0.32971756108304373,0.3297269432072467,0.32966485145428154
0.9872871467321918,1.013412851359695,0.9730580353333651,0.9839265667141314,0.9452424354744808,0.9808245582177731,0.9805445070910501,0.9805530723501329,0.9867376359814836,0.9805660393152283,0.9809114237063635,0.9550214286427642,0.5423822442809213,0.9815049209039137,0.545475045846711,1.046141882502645,0.9818966729474349,0.9709725713510158,1.0968253725771175,0.9902776639416669,1.0040909110852896,0.9569386000021473,0.9701588029200963,0.9909966192429425,0.9647935775998583,0.968867664393098,0.9523598910020709,0.9808538351912067,0.9807452708247615
0.3347118813780928,0.3678264714967819,0.33708082092388414,0.3346005648571305,0.34086998300070237,0.33523659991132,0.3350004205473103,0.33496511404367985,0.33107288122012113,0.33500492262725234,0.33580035023074584,0.335217061113645,0.5543008627408067,0.33620885600541317,0.4442861520308553,0.31102451154556454,0.3362967317936092,0.33669159819777206,0.32181653905275676,0.3333320922083788,0.31904614700848255,0.3394504429478629,0.33710510319114884,0.34585567573601095,0.33639871611071337,0.3296969383056842,0.32517023587636223,0.33520122809265945,0.33515731251830844
0.3347118813780928,0.3678264714967819,0.33708082092388414,0.3346005648571305,0.34086998300070237,0.33523659991132,0.3350004205473103,0.33496511404367985,0.33107288122012113,0.33500492262725234,0.33580035023074584,0.335217061113645,0.5543008627408067,0.33620885600541317,0.4442861520308553,0.31102451154556454,0.3362967317936092,0.33669159819777206,0.32181653905275676,0.3333320922083788,0.31904614700848255,0.3394504429478629,0.33710510319114884,0.34585567573601095,0.33639871611071337,0.3296969383056842,0.32517023587636223,0.33520122809265945,0.33515731251830844
0.3347118813780928,0.3678264714967819,0.33708082092388414,0.3346005648571305,0.34086998300070237,0.33523659991132,0.3350004205473103,0.33496511404367985,0.33107288122012113,0.33500492262725234,0.33580035023074584,0.335217061113645,0.5543008627408067,0.33620885600541317,0.4442861520308553,0.31102451154556454,0.3362967317936092,0.33669159819777206,0.32181653905275676,0.3333320922083788,0.31904614700848255,0.3394504429478629,0.33710510319114884,0.34585567573601095,0.33639871611071337,0.3296969383056842,0.32517023587636223,0.33520122809265945,0.33515731251830844
