feature,model,Train-C-index,Internal-Val-C-index,External-Val-C-index,Mean-Val-C-index
CoxPH,"['RSF', 'DeepSurv', 'svm']",0.9117647058823529,0.7529411764705882,0.71875,0.7358455882352941
CoxPH,"['RSF', 'DeepHit', 'NMTLR']",0.6233396584440227,0.6529411764705882,0.7265625,0.6897518382352941
CoxPH,"['RSF', 'DeepHit', 'svm']",0.8349146110056926,0.711764705882353,0.7578125,0.7347886029411765
CoxPH,"['RSF', 'NMTLR', 'svm']",0.9601518026565465,0.788235294117647,0.734375,0.7613051470588235
CoxPH,"['GBSA', 'DeepSurv', 'DeepHit']",0.7058823529411765,0.5529411764705883,0.609375,0.5811580882352941
CoxPH,"['GBSA', 'DeepSurv', 'NMTLR']",0.967741935483871,0.8058823529411765,0.734375,0.7701286764705882
CoxPH,"['GBSA', 'DeepSurv', 'svm']",0.952561669829222,0.7647058823529411,0.65625,0.7104779411764706
CoxPH,"['GBSA', 'DeepHit', 'NMTLR']",0.9800759013282733,0.8,0.7421875,0.77109375
CoxPH,"['GBSA', 'DeepHit', 'svm']",0.9867172675521821,0.7705882352941177,0.6796875,0.7251378676470588
CoxPH,"['GBSA', 'NMTLR', 'svm']",0.99146110056926,0.8,0.65625,0.728125
CoxPH,"['DeepSurv', 'DeepHit', 'NMTLR']",0.3187855787476281,0.3235294117647059,0.515625,0.4195772058823529
CoxPH,"['DeepSurv', 'DeepHit', 'svm']",0.7979127134724858,0.6529411764705882,0.6171875,0.6350643382352941
CoxPH,"['DeepSurv', 'NMTLR', 'svm']",0.31309297912713474,0.6058823529411764,0.484375,0.5451286764705883
CoxPH,"['DeepHit', 'NMTLR', 'svm']",0.11954459203036052,0.3941176470588235,0.3046875,0.34940257352941173
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepSurv']",0.9383301707779886,0.7411764705882353,0.71875,0.7299632352941177
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepHit']",0.9487666034155597,0.7058823529411765,0.734375,0.7201286764705883
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'NMTLR']",0.9022770398481973,0.7235294117647059,0.7578125,0.740670955882353
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'svm']",0.9563567362428842,0.7705882352941177,0.71875,0.7446691176470588
CoxPH,"['CoxPH', 'RSF', 'DeepSurv', 'DeepHit']",0.7666034155597723,0.6352941176470588,0.765625,0.7004595588235294
CoxPH,"['CoxPH', 'RSF', 'DeepSurv', 'NMTLR']",0.8510436432637571,0.7,0.703125,0.7015625
CoxPH,"['CoxPH', 'RSF', 'DeepSurv', 'svm']",0.9316888045540797,0.7764705882352941,0.734375,0.755422794117647
CoxPH,"['CoxPH', 'RSF', 'DeepHit', 'NMTLR']",0.6916508538899431,0.6470588235294118,0.75,0.6985294117647058
CoxPH,"['CoxPH', 'RSF', 'DeepHit', 'svm']",0.926944971537002,0.7588235294117647,0.734375,0.7465992647058823
CoxPH,"['CoxPH', 'RSF', 'NMTLR', 'svm']",0.9032258064516129,0.7588235294117647,0.7421875,0.7505055147058823
CoxPH,"['CoxPH', 'GBSA', 'DeepSurv', 'DeepHit']",0.9212523719165086,0.7529411764705882,0.6796875,0.7163143382352941
CoxPH,"['CoxPH', 'GBSA', 'DeepSurv', 'NMTLR']",0.9800759013282733,0.8352941176470589,0.6953125,0.7653033088235295
CoxPH,"['CoxPH', 'GBSA', 'DeepSurv', 'svm']",0.9297912713472486,0.7529411764705882,0.6328125,0.6928768382352941
CoxPH,"['CoxPH', 'GBSA', 'DeepHit', 'NMTLR']",0.9905123339658444,0.8470588235294118,0.671875,0.7594669117647059
CoxPH,"['CoxPH', 'GBSA', 'DeepHit', 'svm']",0.9231499051233396,0.7058823529411765,0.625,0.6654411764705883
CoxPH,"['CoxPH', 'GBSA', 'NMTLR', 'svm']",0.9886148007590133,0.8,0.65625,0.728125
CoxPH,"['CoxPH', 'DeepSurv', 'DeepHit', 'NMTLR']",0.7049335863377609,0.7,0.53125,0.615625
CoxPH,"['CoxPH', 'DeepSurv', 'DeepHit', 'svm']",0.6148007590132827,0.7235294117647059,0.5703125,0.646920955882353
CoxPH,"['CoxPH', 'DeepSurv', 'NMTLR', 'svm']",0.6299810246679317,0.6352941176470588,0.6015625,0.6184283088235294
CoxPH,"['CoxPH', 'DeepHit', 'NMTLR', 'svm']",0.3368121442125237,0.48823529411764705,0.40625,0.44724264705882355
CoxPH,"['RSF', 'GBSA', 'DeepSurv', 'DeepHit']",0.8624288425047438,0.7176470588235294,0.7578125,0.7377297794117648
CoxPH,"['RSF', 'GBSA', 'DeepSurv', 'NMTLR']",0.9743833017077799,0.8058823529411765,0.71875,0.7623161764705882
CoxPH,"['RSF', 'GBSA', 'DeepSurv', 'svm']",0.926944971537002,0.7470588235294118,0.6640625,0.7055606617647059
CoxPH,"['RSF', 'GBSA', 'DeepHit', 'NMTLR']",0.8121442125237192,0.6941176470588235,0.734375,0.7142463235294118
CoxPH,"['RSF', 'GBSA', 'DeepHit', 'svm']",0.9402277039848197,0.7411764705882353,0.7578125,0.7494944852941177
CoxPH,"['RSF', 'GBSA', 'NMTLR', 'svm']",0.9421252371916509,0.7588235294117647,0.734375,0.7465992647058823
CoxPH,"['RSF', 'DeepSurv', 'DeepHit', 'NMTLR']",0.8434535104364327,0.6823529411764706,0.6640625,0.6732077205882353
CoxPH,"['RSF', 'DeepSurv', 'DeepHit', 'svm']",0.8889943074003795,0.7176470588235294,0.765625,0.7416360294117648
CoxPH,"['RSF', 'DeepSurv', 'NMTLR', 'svm']",0.8595825426944972,0.7352941176470589,0.7421875,0.7387408088235294
CoxPH,"['RSF', 'DeepHit', 'NMTLR', 'svm']",0.5759013282732448,0.6294117647058823,0.671875,0.6506433823529412
CoxPH,"['GBSA', 'DeepSurv', 'DeepHit', 'NMTLR']",0.6242884250474383,0.7176470588235294,0.5625,0.6400735294117648
CoxPH,"['GBSA', 'DeepSurv', 'DeepHit', 'svm']",0.9402277039848197,0.7529411764705882,0.6484375,0.7006893382352941
CoxPH,"['GBSA', 'DeepSurv', 'NMTLR', 'svm']",0.8766603415559773,0.711764705882353,0.6640625,0.6879136029411765
CoxPH,"['GBSA', 'DeepHit', 'NMTLR', 'svm']",0.8690702087286527,0.7235294117647059,0.640625,0.682077205882353
CoxPH,"['DeepSurv', 'DeepHit', 'NMTLR', 'svm']",0.952561669829222,0.7588235294117647,0.625,0.6919117647058823
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepSurv', 'DeepHit']",0.9449715370018975,0.711764705882353,0.734375,0.7230698529411765
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepSurv', 'NMTLR']",0.9544592030360531,0.7411764705882353,0.7578125,0.7494944852941177
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepSurv', 'svm']",0.9506641366223909,0.7705882352941177,0.7109375,0.7407628676470588
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepHit', 'NMTLR']",0.7732447817836812,0.6705882352941176,0.7421875,0.7063878676470587
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepHit', 'svm']",0.961100569259962,0.7764705882352941,0.7109375,0.743704044117647
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'NMTLR', 'svm']",0.8785578747628083,0.7235294117647059,0.7421875,0.732858455882353
CoxPH,"['CoxPH', 'RSF', 'DeepSurv', 'DeepHit', 'NMTLR']",0.6869070208728653,0.6764705882352942,0.71875,0.6976102941176471
CoxPH,"['CoxPH', 'RSF', 'DeepSurv', 'DeepHit', 'svm']",0.9364326375711575,0.7941176470588235,0.75,0.7720588235294117
CoxPH,"['CoxPH', 'RSF', 'DeepSurv', 'NMTLR', 'svm']",0.7324478178368121,0.6823529411764706,0.6953125,0.6888327205882353
CoxPH,"['CoxPH', 'RSF', 'DeepHit', 'NMTLR', 'svm']",0.8007590132827325,0.7058823529411765,0.734375,0.7201286764705883
CoxPH,"['CoxPH', 'GBSA', 'DeepSurv', 'DeepHit', 'NMTLR']",0.872865275142315,0.7176470588235294,0.671875,0.6947610294117648
CoxPH,"['CoxPH', 'GBSA', 'DeepSurv', 'DeepHit', 'svm']",0.8586337760910816,0.6647058823529411,0.625,0.6448529411764705
CoxPH,"['CoxPH', 'GBSA', 'DeepSurv', 'NMTLR', 'svm']",0.5929791271347249,0.7176470588235294,0.5078125,0.6127297794117648
CoxPH,"['CoxPH', 'GBSA', 'DeepHit', 'NMTLR', 'svm']",0.523719165085389,0.6411764705882353,0.4921875,0.5666819852941176
CoxPH,"['CoxPH', 'DeepSurv', 'DeepHit', 'NMTLR', 'svm']",0.4810246679316888,0.6176470588235294,0.5625,0.5900735294117647
CoxPH,"['RSF', 'GBSA', 'DeepSurv', 'DeepHit', 'NMTLR']",0.7741935483870968,0.6823529411764706,0.7578125,0.7200827205882353
CoxPH,"['RSF', 'GBSA', 'DeepSurv', 'DeepHit', 'svm']",0.928842504743833,0.7411764705882353,0.765625,0.7534007352941177
CoxPH,"['RSF', 'GBSA', 'DeepSurv', 'NMTLR', 'svm']",0.9098671726755219,0.7470588235294118,0.71875,0.7329044117647059
CoxPH,"['RSF', 'GBSA', 'DeepHit', 'NMTLR', 'svm']",0.8377609108159393,0.711764705882353,0.7578125,0.7347886029411765
CoxPH,"['RSF', 'DeepSurv', 'DeepHit', 'NMTLR', 'svm']",0.7277039848197343,0.6882352941176471,0.7265625,0.7073988970588235
CoxPH,"['GBSA', 'DeepSurv', 'DeepHit', 'NMTLR', 'svm']",0.8927893738140418,0.7058823529411765,0.6796875,0.6927849264705883
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepSurv', 'DeepHit', 'NMTLR']",0.8368121442125237,0.6823529411764706,0.75,0.7161764705882353
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepSurv', 'DeepHit', 'svm']",0.967741935483871,0.7764705882352941,0.734375,0.755422794117647
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepSurv', 'NMTLR', 'svm']",0.9516129032258065,0.7470588235294118,0.7265625,0.7368106617647059
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepHit', 'NMTLR', 'svm']",0.9165085388994307,0.7352941176470589,0.7734375,0.7543658088235294
CoxPH,"['CoxPH', 'RSF', 'DeepSurv', 'DeepHit', 'NMTLR', 'svm']",0.4117647058823529,0.6529411764705882,0.6015625,0.6272518382352941
CoxPH,"['CoxPH', 'GBSA', 'DeepSurv', 'DeepHit', 'NMTLR', 'svm']",0.9003795066413662,0.7588235294117647,0.6875,0.7231617647058823
CoxPH,"['RSF', 'GBSA', 'DeepSurv', 'DeepHit', 'NMTLR', 'svm']",0.8652751423149905,0.7294117647058823,0.78125,0.7553308823529412
CoxPH,"['CoxPH', 'RSF', 'GBSA', 'DeepSurv', 'DeepHit', 'NMTLR', 'svm']",0.849146110056926,0.7058823529411765,0.75,0.7279411764705883
DeepSurv,CoxPH,0.8709677419354839,0.7529411764705882,0.578125,0.6655330882352941
DeepSurv,RSF,0.8709677419354839,0.6882352941176471,0.703125,0.6956801470588235
DeepSurv,GBSA,0.9990512333965844,0.5705882352941176,0.60546875,0.5880284926470588
DeepSurv,DeepSurv,0.8358633776091081,0.711764705882353,0.53125,0.6215073529411765
DeepSurv,DeepHit,0.9032258064516129,0.6352941176470588,0.5859375,0.6106158088235294
DeepSurv,NMTLR,0.9497153700189753,0.711764705882353,0.578125,0.6449448529411765
DeepSurv,svm,0.9127134724857685,0.6882352941176471,0.65625,0.6722426470588235
DeepSurv,"['CoxPH', 'RSF']",0.8130929791271347,0.6823529411764706,0.71875,0.7005514705882353
DeepSurv,"['CoxPH', 'GBSA']",0.9117647058823529,0.5705882352941176,0.6171875,0.5938878676470588
DeepSurv,"['CoxPH', 'DeepSurv']",0.43927893738140417,0.6470588235294118,0.625,0.6360294117647058
DeepSurv,"['CoxPH', 'DeepHit']",0.4250474383301708,0.611764705882353,0.5703125,0.5910386029411765
DeepSurv,"['CoxPH', 'NMTLR']",0.04079696394686907,0.3,0.4140625,0.35703125
DeepSurv,"['CoxPH', 'svm']",0.35958254269449713,0.6470588235294118,0.6015625,0.6243106617647058
DeepSurv,"['RSF', 'GBSA']",0.9345351043643264,0.6529411764705882,0.6796875,0.6663143382352941
DeepSurv,"['RSF', 'DeepSurv']",0.8624288425047438,0.6941176470588235,0.6875,0.6908088235294118
DeepSurv,"['RSF', 'DeepHit']",0.793168880455408,0.6529411764705882,0.6640625,0.6585018382352941
DeepSurv,"['RSF', 'NMTLR']",0.7751423149905123,0.6764705882352942,0.7109375,0.6937040441176471
DeepSurv,"['RSF', 'svm']",0.8700189753320683,0.6882352941176471,0.703125,0.6956801470588235
DeepSurv,"['GBSA', 'DeepSurv']",0.9705882352941176,0.5764705882352941,0.5859375,0.581204044117647
DeepSurv,"['GBSA', 'DeepHit']",1.0,0.5705882352941176,0.65625,0.6134191176470588
DeepSurv,"['GBSA', 'NMTLR']",0.9335863377609108,0.5823529411764706,0.578125,0.5802389705882354
DeepSurv,"['GBSA', 'svm']",0.9990512333965844,0.5823529411764706,0.6640625,0.6232077205882354
DeepSurv,"['DeepSurv', 'DeepHit']",0.9136622390891841,0.6764705882352942,0.6171875,0.6468290441176471
DeepSurv,"['DeepSurv', 'NMTLR']",0.8870967741935484,0.7470588235294118,0.5078125,0.6274356617647059
DeepSurv,"['DeepSurv', 'svm']",0.8444022770398482,0.711764705882353,0.6328125,0.6722886029411765
DeepSurv,"['DeepHit', 'NMTLR']",0.07020872865275142,0.3235294117647059,0.3984375,0.3609834558823529
DeepSurv,"['DeepHit', 'svm']",0.24003795066413663,0.5117647058823529,0.453125,0.48244485294117645
DeepSurv,"['NMTLR', 'svm']",0.31688804554079697,0.611764705882353,0.546875,0.5793198529411765
DeepSurv,"['CoxPH', 'RSF', 'GBSA']",0.9127134724857685,0.6529411764705882,0.7265625,0.6897518382352941
DeepSurv,"['CoxPH', 'RSF', 'DeepSurv']",0.8292220113851992,0.6882352941176471,0.7109375,0.6995863970588235
DeepSurv,"['CoxPH', 'RSF', 'DeepHit']",0.8481973434535104,0.7058823529411765,0.71875,0.7123161764705883
DeepSurv,"['CoxPH', 'RSF', 'NMTLR']",0.5,0.6235294117647059,0.6640625,0.6437959558823529
DeepSurv,"['CoxPH', 'RSF', 'svm']",0.8036053130929791,0.7,0.734375,0.7171875
DeepSurv,"['CoxPH', 'GBSA', 'DeepSurv']",0.9648956356736242,0.5705882352941176,0.6171875,0.5938878676470588
DeepSurv,"['CoxPH', 'GBSA', 'DeepHit']",0.849146110056926,0.5352941176470588,0.5703125,0.5528033088235293
DeepSurv,"['CoxPH', 'GBSA', 'NMTLR']",0.9117647058823529,0.5705882352941176,0.6171875,0.5938878676470588
DeepSurv,"['CoxPH', 'GBSA', 'svm']",0.9060721062618596,0.5941176470588235,0.65625,0.6251838235294118
DeepSurv,"['CoxPH', 'DeepSurv', 'DeepHit']",0.2703984819734345,0.47058823529411764,0.6015625,0.5360753676470589
DeepSurv,"['CoxPH', 'DeepSurv', 'NMTLR']",0.2969639468690702,0.5,0.5234375,0.51171875
DeepSurv,"['CoxPH', 'DeepSurv', 'svm']",0.5047438330170778,0.6764705882352942,0.7265625,0.7015165441176471
DeepSurv,"['CoxPH', 'DeepHit', 'NMTLR']",0.07115749525616698,0.3411764705882353,0.3671875,0.35418198529411765
DeepSurv,"['CoxPH', 'DeepHit', 'svm']",0.2125237191650854,0.6058823529411764,0.515625,0.5607536764705883
DeepSurv,"['CoxPH', 'NMTLR', 'svm']",0.13757115749525617,0.5058823529411764,0.5078125,0.5068474264705882
DeepSurv,"['RSF', 'GBSA', 'DeepSurv']",0.9316888045540797,0.6529411764705882,0.671875,0.6624080882352941
DeepSurv,"['RSF', 'GBSA', 'DeepHit']",0.9297912713472486,0.6411764705882353,0.6953125,0.6682444852941176
DeepSurv,"['RSF', 'GBSA', 'NMTLR']",0.8776091081593927,0.6411764705882353,0.6875,0.6643382352941176
DeepSurv,"['RSF', 'GBSA', 'svm']",0.9354838709677419,0.6647058823529411,0.6953125,0.6800091911764705
DeepSurv,"['RSF', 'DeepSurv', 'DeepHit']",0.8462998102466793,0.6823529411764706,0.6796875,0.6810202205882353
DeepSurv,"['RSF', 'DeepSurv', 'NMTLR']",0.7514231499051234,0.6470588235294118,0.703125,0.6750919117647058
DeepSurv,"['RSF', 'DeepSurv', 'svm']",0.8662239089184061,0.7,0.6640625,0.68203125
DeepSurv,"['RSF', 'DeepHit', 'NMTLR']",0.8273244781783681,0.6470588235294118,0.671875,0.6594669117647058
DeepSurv,"['RSF', 'DeepHit', 'svm']",0.8700189753320683,0.6882352941176471,0.7109375,0.6995863970588235
DeepSurv,"['RSF', 'NMTLR', 'svm']",0.8453510436432637,0.6823529411764706,0.703125,0.6927389705882353
DeepSurv,"['GBSA', 'DeepSurv', 'DeepHit']",0.9601518026565465,0.5647058823529412,0.6171875,0.5909466911764706
DeepSurv,"['GBSA', 'DeepSurv', 'NMTLR']",0.8795066413662239,0.6058823529411764,0.5703125,0.5880974264705883
DeepSurv,"['GBSA', 'DeepSurv', 'svm']",0.969639468690702,0.5941176470588235,0.6953125,0.6447150735294118
DeepSurv,"['GBSA', 'DeepHit', 'NMTLR']",0.9117647058823529,0.6,0.6328125,0.61640625
DeepSurv,"['GBSA', 'DeepHit', 'svm']",0.9971537001897534,0.5941176470588235,0.65625,0.6251838235294118
DeepSurv,"['GBSA', 'NMTLR', 'svm']",0.8111954459203036,0.5823529411764706,0.609375,0.5958639705882354
DeepSurv,"['DeepSurv', 'DeepHit', 'NMTLR']",0.7476280834914611,0.5941176470588235,0.5859375,0.5900275735294118
DeepSurv,"['DeepSurv', 'DeepHit', 'svm']",0.2703984819734345,0.45294117647058824,0.53125,0.4920955882352941
DeepSurv,"['DeepSurv', 'NMTLR', 'svm']",0.896584440227704,0.7058823529411765,0.703125,0.7045036764705883
DeepSurv,"['DeepHit', 'NMTLR', 'svm']",0.8074003795066413,0.6941176470588235,0.609375,0.6517463235294118
DeepSurv,"['CoxPH', 'RSF', 'GBSA', 'DeepSurv']",0.9421252371916509,0.6352941176470588,0.6328125,0.6340533088235294
DeepSurv,"['CoxPH', 'RSF', 'GBSA', 'DeepHit']",0.8975332068311196,0.6470588235294118,0.71875,0.6829044117647058
DeepSurv,"['CoxPH', 'RSF', 'GBSA', 'NMTLR']",0.8349146110056926,0.6470588235294118,0.71875,0.6829044117647058
DeepSurv,"['CoxPH', 'RSF', 'GBSA', 'svm']",0.9070208728652751,0.6470588235294118,0.71875,0.6829044117647058
DeepSurv,"['CoxPH', 'RSF', 'DeepSurv', 'DeepHit']",0.8444022770398482,0.6882352941176471,0.671875,0.6800551470588235
DeepSurv,"['CoxPH', 'RSF', 'DeepSurv', 'NMTLR']",0.8092979127134725,0.6823529411764706,0.671875,0.6771139705882353
DeepSurv,"['CoxPH', 'RSF', 'DeepSurv', 'svm']",0.8216318785578748,0.711764705882353,0.71875,0.7152573529411765
DeepSurv,"['CoxPH', 'RSF', 'DeepHit', 'NMTLR']",0.8301707779886148,0.6941176470588235,0.71875,0.7064338235294118
DeepSurv,"['CoxPH', 'RSF', 'DeepHit', 'svm']",0.7229601518026565,0.6470588235294118,0.71875,0.6829044117647058
DeepSurv,"['CoxPH', 'RSF', 'NMTLR', 'svm']",0.7277039848197343,0.6882352941176471,0.7265625,0.7073988970588235
DeepSurv,"['CoxPH', 'GBSA', 'DeepSurv', 'DeepHit']",0.9478178368121443,0.5823529411764706,0.609375,0.5958639705882354
DeepSurv,"['CoxPH', 'GBSA', 'DeepSurv', 'NMTLR']",0.9335863377609108,0.5823529411764706,0.59375,0.5880514705882354
DeepSurv,"['CoxPH', 'GBSA', 'DeepSurv', 'svm']",0.9667931688804554,0.5764705882352941,0.640625,0.608547794117647
DeepSurv,"['CoxPH', 'GBSA', 'DeepHit', 'NMTLR']",0.9165085388994307,0.5823529411764706,0.6484375,0.6153952205882354
DeepSurv,"['CoxPH', 'GBSA', 'DeepHit', 'svm']",0.889943074003795,0.6058823529411764,0.65625,0.6310661764705883
DeepSurv,"['CoxPH', 'GBSA', 'NMTLR', 'svm']",0.881404174573055,0.5764705882352941,0.6328125,0.604641544117647
DeepSurv,"['CoxPH', 'DeepSurv', 'DeepHit', 'NMTLR']",0.24003795066413663,0.5,0.578125,0.5390625
DeepSurv,"['CoxPH', 'DeepSurv', 'DeepHit', 'svm']",0.2523719165085389,0.5941176470588235,0.59375,0.5939338235294118
DeepSurv,"['CoxPH', 'DeepSurv', 'NMTLR', 'svm']",0.5521821631878557,0.7,0.7578125,0.72890625
DeepSurv,"['CoxPH', 'DeepHit', 'NMTLR', 'svm']",0.14990512333965844,0.5352941176470588,0.4765625,0.5059283088235293
DeepSurv,"['RSF', 'GBSA', 'DeepSurv', 'DeepHit']",0.9240986717267552,0.6411764705882353,0.6328125,0.6369944852941176
DeepSurv,"['RSF', 'GBSA', 'DeepSurv', 'NMTLR']",0.8709677419354839,0.6352941176470588,0.6171875,0.6262408088235294
DeepSurv,"['RSF', 'GBSA', 'DeepSurv', 'svm']",0.9136622390891841,0.6588235294117647,0.6171875,0.6380055147058823
DeepSurv,"['RSF', 'GBSA', 'DeepHit', 'NMTLR']",0.9060721062618596,0.6529411764705882,0.6796875,0.6663143382352941
DeepSurv,"['RSF', 'GBSA', 'DeepHit', 'svm']",0.9316888045540797,0.6647058823529411,0.671875,0.6682904411764705
DeepSurv,"['RSF', 'GBSA', 'NMTLR', 'svm']",0.9079696394686907,0.6529411764705882,0.6875,0.6702205882352941
DeepSurv,"['RSF', 'DeepSurv', 'DeepHit', 'NMTLR']",0.7922201138519924,0.6647058823529411,0.6796875,0.6721966911764705
DeepSurv,"['RSF', 'DeepSurv', 'DeepHit', 'svm']",0.8652751423149905,0.711764705882353,0.625,0.6683823529411765
DeepSurv,"['RSF', 'DeepSurv', 'NMTLR', 'svm']",0.7609108159392789,0.6647058823529411,0.7109375,0.6878216911764705
DeepSurv,"['RSF', 'DeepHit', 'NMTLR', 'svm']",0.7884250474383302,0.6529411764705882,0.6953125,0.6741268382352941
DeepSurv,"['GBSA', 'DeepSurv', 'DeepHit', 'NMTLR']",0.8804554079696395,0.611764705882353,0.5703125,0.5910386029411765
